time,v, gamma, altitude, skin_temp
1.300999999999999943e+02,1.586464067753443715e+03,1.930355899720176183e+00,3.568697277557817142e+04,3.293532796932039446e+02
1.302000000000000171e+02,1.585917150122292469e+03,1.930930454548110742e+00,3.568529961441623891e+04,3.293599042985931078e+02
1.303000000000000114e+02,1.585370515924659685e+03,1.931504521852857259e+00,3.568361922334510018e+04,3.293665231747887674e+02
1.304000000000000057e+02,1.584824163807707009e+03,1.932078103962591387e+00,3.568193164343960962e+04,3.293731363394023788e+02
1.305000000000000000e+02,1.584278092393124098e+03,1.932651203246581462e+00,3.568023691676508315e+04,3.293797438102546380e+02
1.305999999999999943e+02,1.583732300277127251e+03,1.933223822115188950e+00,3.567853508637732739e+04,3.293863456053759933e+02
1.307000000000000171e+02,1.583186786030459871e+03,1.933795963019867559e+00,3.567682619632258138e+04,3.293929417430063040e+02
1.308000000000000114e+02,1.582641548198393139e+03,1.934367628453164345e+00,3.567511029163758212e+04,3.293995322415948976e+02
1.309000000000000057e+02,1.582096585300724428e+03,1.934938820948719274e+00,3.567338741834952089e+04,3.294061171198006264e+02
1.310000000000000000e+02,1.581551895831778893e+03,1.935509543081264772e+00,3.567165762347605778e+04,3.294126963964919241e+02
1.310999999999999943e+02,1.581007478260408561e+03,1.936079797466626840e+00,3.566992095502531447e+04,3.294192700907466360e+02
1.312000000000000171e+02,1.580463331029992332e+03,1.936649586761723718e+00,3.566817746199588873e+04,3.294258382218521888e+02
1.313000000000000114e+02,1.579919452558436888e+03,1.937218913664566333e+00,3.566642719437683991e+04,3.294324008093054204e+02
1.314000000000000057e+02,1.579375841238175326e+03,1.937787780914259406e+00,3.566467020314769616e+04,3.294389578728128072e+02
1.315000000000000000e+02,1.578832495436168529e+03,1.938356191290999453e+00,3.566290654027845449e+04,3.294455094322902369e+02
1.315999999999999943e+02,1.578289413493903794e+03,1.938924147616076565e+00,3.566113625872958073e+04,3.294520555078631219e+02
1.317000000000000171e+02,1.577746593727395748e+03,1.939491652751873962e+00,3.565935941245199501e+04,3.294585961198663995e+02
1.318000000000000114e+02,1.577204034427186798e+03,1.940058709601866438e+00,3.565757605638710083e+04,3.294651312888445318e+02
1.319000000000000057e+02,1.576661733858345769e+03,1.940625321110623025e+00,3.565578624646676326e+04,3.294716610355513922e+02
1.320000000000000000e+02,1.576119690260468587e+03,1.941191490263804997e+00,3.565399003961330891e+04,3.294781853809505492e+02
1.320999999999999943e+02,1.575577901847678731e+03,1.941757220088166536e+00,3.565218749373954051e+04,3.294847043462148122e+02
1.322000000000000171e+02,1.575036366808626326e+03,1.942322513651554727e+00,3.565037866774871509e+04,3.294912179527267995e+02
1.323000000000000114e+02,1.574495083306489050e+03,1.942887374062909567e+00,3.564856362153458031e+04,3.294977262220783700e+02
1.324000000000000057e+02,1.573954049478971456e+03,1.943451804472263733e+00,3.564674241598133085e+04,3.295042291760710782e+02
1.325000000000000000e+02,1.573413263438305194e+03,1.944015808070743034e+00,3.564491511296362296e+04,3.295107268367158326e+02
1.325999999999999943e+02,1.572872723271249242e+03,1.944579388090565963e+00,3.564308177534660354e+04,3.295172192262331805e+02
1.327000000000000171e+02,1.572332427039089453e+03,1.945142547805044142e+00,3.564124246698586649e+04,3.295237063670531370e+02
1.328000000000000114e+02,1.571792372777638775e+03,1.945705290528581877e+00,3.563939725272748910e+04,3.295301882818152421e+02
1.329000000000000057e+02,1.571252558497237942e+03,1.946267619616675937e+00,3.563754619840799569e+04,3.295366649933683902e+02
1.330000000000000000e+02,1.570712982182753649e+03,1.946829538465916443e+00,3.563568937085439393e+04,3.295431365247712279e+02
1.330999999999999943e+02,1.570173641793580828e+03,1.947391050513986643e+00,3.563382683788416034e+04,3.295496028992916990e+02
1.332000000000000171e+02,1.569634535263640373e+03,1.947952159239662251e+00,3.563195866830522573e+04,3.295560641404074431e+02
1.333000000000000114e+02,1.569095660501381872e+03,1.948512868162811440e+00,3.563008493191599700e+04,3.295625202718053970e+02
1.334000000000000057e+02,1.568557015389780418e+03,1.949073180844395958e+00,3.562820569950534264e+04,3.295689713173821929e+02
1.335000000000000000e+02,1.568018597786339342e+03,1.949633100886470238e+00,3.562632104285260721e+04,3.295754173012438173e+02
1.335999999999999943e+02,1.567480405523088393e+03,1.950192631932181397e+00,3.562443103472758958e+04,3.295818582477058953e+02
1.337000000000000171e+02,1.566942436406584875e+03,1.950751777665769682e+00,3.562253574889057199e+04,3.295882941812935201e+02
1.338000000000000114e+02,1.566404688217913190e+03,1.951310541812568022e+00,3.562063526009228372e+04,3.295947251267412526e+02
1.339000000000000057e+02,1.565867158712684386e+03,1.951868928139001813e+00,3.561872964407393738e+04,3.296011511089931787e+02
1.340000000000000000e+02,1.565329845621037293e+03,1.952426940452590465e+00,3.561681897756721446e+04,3.296075721532028524e+02
1.340999999999999943e+02,1.564792746647637614e+03,1.952984582601944963e+00,3.561490333829425072e+04,3.296139882847334661e+02
1.342000000000000171e+02,1.564255859471677695e+03,1.953541858476770088e+00,3.561298280496765074e+04,3.296203995291575666e+02
1.343000000000000114e+02,1.563719181746877666e+03,1.954098772007862639e+00,3.561105745729049522e+04,3.296268059122572822e+02
1.344000000000000057e+02,1.563182711101484529e+03,1.954655327167113432e+00,3.560912737595633371e+04,3.296332074600242663e+02
1.345000000000000000e+02,1.562646445138272611e+03,1.955211527967505081e+00,3.560719264264917001e+04,3.296396041986596401e+02
1.345999999999999943e+02,1.562110381434542660e+03,1.955767378463113326e+00,3.560525334004347678e+04,3.296459961545740498e+02
1.347000000000000171e+02,1.561574517542123431e+03,1.956322882749107483e+00,3.560330955180421006e+04,3.296523833543876094e+02
1.348000000000000114e+02,1.561038850987370324e+03,1.956878044961748664e+00,3.560136136258678016e+04,3.296587658249300148e+02
1.349000000000000057e+02,1.560503379271165613e+03,1.957432869278391552e+00,3.559940885803705896e+04,3.296651435932403729e+02
1.350000000000000000e+02,1.559968099868919580e+03,1.957987359917483516e+00,3.559745212479140173e+04,3.296715166865674860e+02
1.350999999999999943e+02,1.559433010230568698e+03,1.958541521138564612e+00,3.559549125047661073e+04,3.296778851323693402e+02
1.352000000000000171e+02,1.558898107780576765e+03,1.959095357242268465e+00,3.559352632370997890e+04,3.296842489583137876e+02
1.353000000000000114e+02,1.558363389917935365e+03,1.959648872570320277e+00,3.559155743409924617e+04,3.296906081922779777e+02
1.354000000000000057e+02,1.557828854016162268e+03,1.960202071505539267e+00,3.558958467224263586e+04,3.296969628623485278e+02
1.355000000000000000e+02,1.557294497423303028e+03,1.960754958471837117e+00,3.558760812972881831e+04,3.297033129968217509e+02
1.355999999999999943e+02,1.556760317461929844e+03,1.961307537934218415e+00,3.558562789913695451e+04,3.297096586242032572e+02
1.357000000000000171e+02,1.556226311429142243e+03,1.961859814398780655e+00,3.558364407403665246e+04,3.297159997732084094e+02
1.358000000000000114e+02,1.555692476596567303e+03,1.962411792412713796e+00,3.558165674898800353e+04,3.297223364727618105e+02
1.359000000000000057e+02,1.555158810210358524e+03,1.962963476564301146e+00,3.557966601954156067e+04,3.297286687519977590e+02
1.360000000000000000e+02,1.554625309491196731e+03,1.963514871482918700e+00,3.557767198223833111e+04,3.297349966402599648e+02
1.360999999999999943e+02,1.554091971634290303e+03,1.964065981839035580e+00,3.557567473460980545e+04,3.297413201671016623e+02
1.362000000000000171e+02,1.553558793809373810e+03,1.964616812344213370e+00,3.557367437517793587e+04,3.297476393622856676e+02
1.363000000000000114e+02,1.553025773160710287e+03,1.965167367751106564e+00,3.557167100345515064e+04,3.297539542557842651e+02
1.364000000000000057e+02,1.552492906807088502e+03,1.965717652853463004e+00,3.556966471994432504e+04,3.297602648777790932e+02
1.365000000000000000e+02,1.551960191841825235e+03,1.966267672486122553e+00,3.556765562613881775e+04,3.297665712586615996e+02
1.365999999999999943e+02,1.551427625332763910e+03,1.966817431525018867e+00,3.556564382452244899e+04,3.297728734290324724e+02
1.367000000000000171e+02,1.550895204322275504e+03,1.967366934887178065e+00,3.556362941856950783e+04,3.297791714197020383e+02
1.368000000000000114e+02,1.550362925827257868e+03,1.967916187530718730e+00,3.556161251274474489e+04,3.297854652616900353e+02
1.369000000000000057e+02,1.549830786839135953e+03,1.968465194454852796e+00,3.555959321250339417e+04,3.297917549862258966e+02
1.370000000000000000e+02,1.549298784323861810e+03,1.969013960699884880e+00,3.555757162429113669e+04,3.297980406247482961e+02
1.370999999999999943e+02,1.548766915221914815e+03,1.969562491347212951e+00,3.555554785554413684e+04,3.298043222089057167e+02
1.372000000000000171e+02,1.548235176448300990e+03,1.970110791519326998e+00,3.555352201468901330e+04,3.298105997705558252e+02
1.373000000000000114e+02,1.547703564892554141e+03,1.970658866379810581e+00,3.555149421114286088e+04,3.298168733417660405e+02
1.374000000000000057e+02,1.547172077418734716e+03,1.971206721133339723e+00,3.554946455531322863e+04,3.298231429548132496e+02
1.375000000000000000e+02,1.546640710865430492e+03,1.971754361025683133e+00,3.554743315859815630e+04,3.298294086421837505e+02
1.375999999999999943e+02,1.546109462045756118e+03,1.972301791343703314e+00,3.554540013338613062e+04,3.298356704365734231e+02
1.377000000000000171e+02,1.545578327747353569e+03,1.972849017415354789e+00,3.554336559305611445e+04,3.298419283708876151e+02
1.378000000000000114e+02,1.545047304732392149e+03,1.973396044609684985e+00,3.554132965197752492e+04,3.298481824782411991e+02
1.379000000000000057e+02,1.544516389737568034e+03,1.973942878336834683e+00,3.553929242551026982e+04,3.298544327919585726e+02
1.380000000000000000e+02,1.543985579474104270e+03,1.974489524048036904e+00,3.553725403000470396e+04,3.298606793455736579e+02
1.380999999999999943e+02,1.543454870627751234e+03,1.975035987235618018e+00,3.553521458280165825e+04,3.298669221728297885e+02
1.382000000000000171e+02,1.542924259858786854e+03,1.975582273432997304e+00,3.553317420223242516e+04,3.298731613076798794e+02
1.383000000000000114e+02,1.542393743802015479e+03,1.976128388214686504e+00,3.553113300761877326e+04,3.298793967842863708e+02
1.384000000000000057e+02,1.541863319066769009e+03,1.976674337196290487e+00,3.552909111927293270e+04,3.298856286370212274e+02
1.385000000000000000e+02,1.541332982236906446e+03,1.977220126034506809e+00,3.552704865849759517e+04,3.298918569004657684e+02
1.385999999999999943e+02,1.540802729870813437e+03,1.977765760427126152e+00,3.552500574758593575e+04,3.298980816094109514e+02
1.387000000000000171e+02,1.540272558501403410e+03,1.978311246113032107e+00,3.552296250982157653e+04,3.299043027988573158e+02
1.388000000000000114e+02,1.539738148005593530e+03,1.978865814063420325e+00,3.552099862267144636e+04,3.299105656710971175e+02
1.389000000000000057e+02,1.539162634669591398e+03,1.979507665588530640e+00,3.551983334039282636e+04,3.299172526959243328e+02
1.390000000000000000e+02,1.538541611762155753e+03,1.980244600462967242e+00,3.551965901195508923e+04,3.299244009097473622e+02
1.390999999999999943e+02,1.537879945224512085e+03,1.981064571224039117e+00,3.552049922005274129e+04,3.299319501537783026e+02
1.392000000000000171e+02,1.537182348277609663e+03,1.981955931287467942e+00,3.552237528312888753e+04,3.299398422851564305e+02
1.393000000000000114e+02,1.536453381422121993e+03,1.982907434947386305e+00,3.552530625537514425e+04,3.299480211769482594e+02
1.394000000000000057e+02,1.535697452438445907e+03,1.983908237376339700e+00,3.552930892673171911e+04,3.299564327181475392e+02
1.395000000000000000e+02,1.534918816386701565e+03,1.984947894625285647e+00,3.553439782288735296e+04,3.299650248136751998e+02
1.395999999999999943e+02,1.534121575606733359e+03,1.986016363623593239e+00,3.554058520527934888e+04,3.299737473843794078e+02
1.397000000000000171e+02,1.533309679718109237e+03,1.987104002179044704e+00,3.554788107109356497e+04,3.299825523670353959e+02
1.398000000000000114e+02,1.532486925620121383e+03,1.988201568977832290e+00,3.555629315326440701e+04,3.299913937143458043e+02
1.399000000000000057e+02,1.531656957491784851e+03,1.989300223584562488e+00,3.556582692047485762e+04,3.300002273949403389e+02
1.400000000000000000e+02,1.530823266791839160e+03,1.990391526442252479e+00,3.557648557715642528e+04,3.300090113933759426e+02
1.400999999999999943e+02,1.529989192258747153e+03,1.991467438872332130e+00,3.558827006348919531e+04,3.300177057101367950e+02
1.402000000000000171e+02,1.529157919910695227e+03,1.992520323074643329e+00,3.560117905540180072e+04,3.300262723616342555e+02
1.403000000000000114e+02,1.528332483045594245e+03,1.993542942127439321e+00,3.561520896457142226e+04,3.300346753802069202e+02
1.404000000000000057e+02,1.527515762241078392e+03,1.994528459987386038e+00,3.563035393842381018e+04,3.300428808141205081e+02
1.405000000000000000e+02,1.526710485354505181e+03,1.995470441489561431e+00,3.564660586013325519e+04,3.300508567275680321e+02
1.405999999999999943e+02,1.525919227522956362e+03,1.996362852347455474e+00,3.566395434862261027e+04,3.300585732006696276e+02
1.407000000000000171e+02,1.525144411163237010e+03,1.997200059152969942e+00,3.568238675856329792e+04,3.300660023294727807e+02
1.408000000000000114e+02,1.524388305971876889e+03,1.997976829376419072e+00,3.570188818037525925e+04,3.300731182259520438e+02
1.409000000000000057e+02,1.523653028925128183e+03,1.998688331366528459e+00,3.572244144022701948e+04,3.300798970180092056e+02
1.410000000000000000e+02,1.522940544278967764e+03,1.999330134350436605e+00,3.574402710003565153e+04,3.300863168494732349e+02
1.410999999999999943e+02,1.522252663569095830e+03,1.999898208433693370e+00,3.576662345746679057e+04,3.300923578801003941e+02
1.412000000000000171e+02,1.521591045610936135e+03,2.000388924600261298e+00,3.579020654593461222e+04,3.300980022855741254e+02
1.413000000000000114e+02,1.520957196499636893e+03,2.000799054712514735e+00,3.581475013460185437e+04,3.301032342575049938e+02
1.414000000000000057e+02,1.520352469610069420e+03,2.001125771511238938e+00,3.584022572837980988e+04,3.301080400034308582e+02
1.415000000000000000e+02,1.519778065596828583e+03,2.001366648615633625e+00,3.586660256792832661e+04,3.301124077468167570e+02
1.415999999999999943e+02,1.519235032394233485e+03,2.001519660523308097e+00,3.589384762965580012e+04,3.301163277270549088e+02
1.417000000000000171e+02,1.518724265216327012e+03,2.001583182610285672e+00,3.592192562571921007e+04,3.301197921994647686e+02
1.418000000000000114e+02,1.518246506556875374e+03,2.001555991131000134e+00,3.595079900402404746e+04,3.301227954352929714e+02
1.419000000000000057e+02,1.517802346189368564e+03,2.001437263218298845e+00,3.598042794822438736e+04,3.301253337217133890e+02
1.420000000000000000e+02,1.517392221167020807e+03,2.001226576883439190e+00,3.601077037772284530e+04,3.301274053618270727e+02
1.420999999999999943e+02,1.517016415822769432e+03,2.000923911016093015e+00,3.604178194767061359e+04,3.301290106746623110e+02
1.422000000000000171e+02,1.516675061769275544e+03,2.000529645384342192e+00,3.607341604896742501e+04,3.301301519951745149e+02
1.423000000000000114e+02,1.516368137898924715e+03,2.000044560634682167e+00,3.610562380826154549e+04,3.301308336742464462e+02
1.424000000000000057e+02,1.516095470383825614e+03,1.999469838292019075e+00,3.613835408794983232e+04,3.301310620786879326e+02
1.425000000000000000e+02,1.515856732675810463e+03,1.998807060759672183e+00,3.617155348617768323e+04,3.301308455912360387e+02
1.425999999999999943e+02,1.515651445506435721e+03,1.998058211319372113e+00,3.620516633683905820e+04,3.301301946105551224e+02
1.427000000000000171e+02,1.515478976886981172e+03,1.997225674131261730e+00,3.623913470957645768e+04,3.301291215512366080e+02
1.428000000000000114e+02,1.515338542108450838e+03,1.996312234233896588e+00,3.627339840978093707e+04,3.301276408437992700e+02
1.429000000000000057e+02,1.515229203741572064e+03,1.995321077544243371e+00,3.630789497859212133e+04,3.301257689346889492e+02
1.430000000000000000e+02,1.515149871636795979e+03,1.994255790857681232e+00,3.634255969289818313e+04,3.301235242862788368e+02
1.430999999999999943e+02,1.515099302924297490e+03,1.993120361848001121e+00,3.637732556533585011e+04,3.301209273768691901e+02
1.432000000000000171e+02,1.515076102013975287e+03,1.991919179067406231e+00,3.641212334429041221e+04,3.301180007006875599e+02
1.433000000000000114e+02,1.515078720595451614e+03,1.990657031946512223e+00,3.644688151389569248e+04,3.301147687678886768e+02
1.434000000000000057e+02,1.515105457638072721e+03,1.989339110794346110e+00,3.648152629403409082e+04,3.301112581045544516e+02
1.435000000000000000e+02,1.515154459390908187e+03,1.987971006798347151e+00,3.651598164033656212e+04,3.301074972526940314e+02
1.435999999999999943e+02,1.515223719382752051e+03,1.986558712024367068e+00,3.655016924418259441e+04,3.301035167702437434e+02
1.437000000000000171e+02,1.515311078422121227e+03,1.985108619416668496e+00,3.658400853270026710e+04,3.300993492310672082e+02
1.438000000000000114e+02,1.515414224597256862e+03,1.983627522797928089e+00,3.661741666876617091e+04,3.300950292249551126e+02
1.439000000000000057e+02,1.515530693276123884e+03,1.982122616869232523e+00,3.665030855100548069e+04,3.300905933576254938e+02
1.440000000000000000e+02,1.515657867106410549e+03,1.980601497210082051e+00,3.668259681379191898e+04,3.300860802507234553e+02
1.440999999999999943e+02,1.515792976015529121e+03,1.979072160278387615e+00,3.671419182724777056e+04,3.300815305418213370e+02
1.442000000000000171e+02,1.515933097210615870e+03,1.977543003410473066e+00,3.674500169724386797e+04,3.300769868844188295e+02
1.443000000000000114e+02,1.516075155178529940e+03,1.976022824821074719e+00,3.677493226539959142e+04,3.300724939479426325e+02
1.444000000000000057e+02,1.516215921685855164e+03,1.974520823603340025e+00,3.680388710908288340e+04,3.300680984177467394e+02
1.445000000000000000e+02,1.516352015778898476e+03,1.973046599728828676e+00,3.683176754141024867e+04,3.300638489951123802e+02
1.445999999999999943e+02,1.516479903783691043e+03,1.971610154047512831e+00,3.685847261124673241e+04,3.300597963972479079e+02
1.447000000000000171e+02,1.516595899305987359e+03,1.970221888287775780e+00,3.688389910320595664e+04,3.300559933572889122e+02
1.448000000000000114e+02,1.516696163231265700e+03,1.968892605056414391e+00,3.690794153765006922e+04,3.300524946242983333e+02
1.449000000000000057e+02,1.516776703724728122e+03,1.967633507838636442e+00,3.693049217068979488e+04,3.300493569632660638e+02
1.450000000000000000e+02,1.516833376231300463e+03,1.966456200998061732e+00,3.695144099418440601e+04,3.300466391551093466e+02
1.450999999999999943e+02,1.516861883475632339e+03,1.965372689776722748e+00,3.697067573574173002e+04,3.300444019966726046e+02
1.452000000000000171e+02,1.516857775462097152e+03,1.964395380295063109e+00,3.698808185871814931e+04,3.300427083007274973e+02
1.453000000000000114e+02,1.516816449474791625e+03,1.963537079551940012e+00,3.700354256221860851e+04,3.300416228959728073e+02
1.454000000000000057e+02,1.516733150077536720e+03,1.962810995424620897e+00,3.701693878109658544e+04,3.300412126270346675e+02
1.455000000000000000e+02,1.516602969113876952e+03,1.962230736668786779e+00,3.702814918595414201e+04,3.300415463544662771e+02
1.455999999999999943e+02,1.516420845707080389e+03,1.961810312918529364e+00,3.703705018314187328e+04,3.300426949547480717e+02
1.457000000000000171e+02,1.516181566260138879e+03,1.961564134686353489e+00,3.704351591475894384e+04,3.300447313202877240e+02
1.458000000000000114e+02,1.515879764455768054e+03,1.961507013363175789e+00,3.704741825865306600e+04,3.300477303594200862e+02
1.459000000000000057e+02,1.515509921256407779e+03,1.961654161218324477e+00,3.704862682842050708e+04,3.300517689964072474e+02
1.460000000000000000e+02,1.515093565174278865e+03,1.961940950448299192e+00,3.704799500019694824e+04,3.300565175000770068e+02
1.460999999999999943e+02,1.514677009868383038e+03,1.962230225115096260e+00,3.704723621967712097e+04,3.300612770725746827e+02
1.462000000000000171e+02,1.514261189916349167e+03,1.962519169650331907e+00,3.704638809224136639e+04,3.300660333763685230e+02
1.463000000000000114e+02,1.513846084749829515e+03,1.962807792196784806e+00,3.704545320774389984e+04,3.300707864576832549e+02
1.464000000000000057e+02,1.513431674269712403e+03,1.963096100853349846e+00,3.704443408823313075e+04,3.300755363624023744e+02
1.465000000000000000e+02,1.513017938846121297e+03,1.963384103675037240e+00,3.704333318795169907e+04,3.300802831360680898e+02
1.465999999999999943e+02,1.512604859318416402e+03,1.963671808672972752e+00,3.704215289333642431e+04,3.300850268238814351e+02
1.467000000000000171e+02,1.512192416995193071e+03,1.963959223814398136e+00,3.704089552301834192e+04,3.300897674707021565e+02
1.468000000000000114e+02,1.511780593654282711e+03,1.964246357022670253e+00,3.703956332782269601e+04,3.300945051210485985e+02
1.469000000000000057e+02,1.511369371542752788e+03,1.964533216177261954e+00,3.703815849076892482e+04,3.300992398190981021e+02
1.470000000000000000e+02,1.510958733376906366e+03,1.964819809113761639e+00,3.703668312707068253e+04,3.301039716086865496e+02
1.470999999999999943e+02,1.510548662342282341e+03,1.965106143623873036e+00,3.703513928413582471e+04,3.301087005333087063e+02
1.472000000000000171e+02,1.510139142093655437e+03,1.965392227455416085e+00,3.703352894156640832e+04,3.301134266361179925e+02
1.473000000000000114e+02,1.509730156755036205e+03,1.965678068312325388e+00,3.703185401115869900e+04,3.301181499599265408e+02
1.474000000000000057e+02,1.509321690919671255e+03,1.965963673854652205e+00,3.703011633690315648e+04,3.301228705472054230e+02
1.475000000000000000e+02,1.508913729650043024e+03,1.966249051698562678e+00,3.702831769498445647e+04,3.301275884400841960e+02
1.475999999999999943e+02,1.508506258477869096e+03,1.966534209416338941e+00,3.702645979378148331e+04,3.301323036803512991e+02
1.477000000000000171e+02,1.508099263404103795e+03,1.966819154536378900e+00,3.702454427386731550e+04,3.301370163094539976e+02
1.478000000000000114e+02,1.507692730898937043e+03,1.967103894543195119e+00,3.702257270800923288e+04,3.301417263684981549e+02
1.479000000000000057e+02,1.507286647901794140e+03,1.967388436877416824e+00,3.702054660116873856e+04,3.301464338982483468e+02
1.480000000000000000e+02,1.506881001821336667e+03,1.967672788935788342e+00,3.701846739050152974e+04,3.301511389391280886e+02
1.480999999999999943e+02,1.506475780535462036e+03,1.967956958071169993e+00,3.701633644535749772e+04,3.301558415312194938e+02
1.482000000000000171e+02,1.506070972391303258e+03,1.968240951592537202e+00,3.701415506728074979e+04,3.301605417142634451e+02
1.483000000000000114e+02,1.505666566205229174e+03,1.968524776764981388e+00,3.701192449000960914e+04,3.301652395276595939e+02
1.484000000000000057e+02,1.505262551262844909e+03,1.968808440809709293e+00,3.700964587947657856e+04,3.301699350104663040e+02
1.485000000000000000e+02,1.504858917318990734e+03,1.969091950904043653e+00,3.700732033380838402e+04,3.301746282014007647e+02
1.485999999999999943e+02,1.504455654597743433e+03,1.969375314181422532e+00,3.700494888332595292e+04,3.301793191388387072e+02
1.487000000000000171e+02,1.504052753792415160e+03,1.969658537731399539e+00,3.700253249054440676e+04,3.301840078608149156e+02
1.488000000000000114e+02,1.503650206065553903e+03,1.969941628599644057e+00,3.700007205017308297e+04,3.301886944050226020e+02
1.489000000000000057e+02,1.503248003048943929e+03,1.970224593787941014e+00,3.699756838911552768e+04,3.301933788088139181e+02
1.490000000000000000e+02,1.502846136843605109e+03,1.970507440254191112e+00,3.699502226646948111e+04,3.301980611091997844e+02
1.490999999999999943e+02,1.502444600019792688e+03,1.970790174912410375e+00,3.699243437352689216e+04,3.302027413428497198e+02
1.492000000000000171e+02,1.502043385616998194e+03,1.971072804632730824e+00,3.698980533377391112e+04,3.302074195460920691e+02
1.493000000000000114e+02,1.501642487143949438e+03,1.971355336241399803e+00,3.698713570289090421e+04,3.302120957549138893e+02
1.494000000000000057e+02,1.501241898578609153e+03,1.971637776520780205e+00,3.698442596875242452e+04,3.302167700049611199e+02
1.495000000000000000e+02,1.500841614368176351e+03,1.971920132209350474e+00,3.698167655142724834e+04,3.302214423315381850e+02
1.495999999999999943e+02,1.500441629429086106e+03,1.972202410001705264e+00,3.697888780317834608e+04,3.302261127696085055e+02
1.497000000000000171e+02,1.500041939147008634e+03,1.972484616548554337e+00,3.697606000846288953e+04,3.302307813537940433e+02
1.498000000000000114e+02,1.499642539376850891e+03,1.972766758456723002e+00,3.697319338393227372e+04,3.302354481183757002e+02
1.499000000000000057e+02,1.499243426442754981e+03,1.973048842289152338e+00,3.697028807843207323e+04,3.302401130972930332e+02
1.500000000000000000e+02,1.498844597138099061e+03,1.973330874564899196e+00,3.696734417300207861e+04,3.302447763241441976e+02
1.500999999999999943e+02,1.498446048725497121e+03,1.973612861759135750e+00,3.696436168087629630e+04,3.302494378321864019e+02
1.502000000000000171e+02,1.498047778936798977e+03,1.973894810303149949e+00,3.696134054748292692e+04,3.302540976543352826e+02
1.503000000000000114e+02,1.497649785973090502e+03,1.974176726584345287e+00,3.695828065044436516e+04,3.302587558231654725e+02
1.504000000000000057e+02,1.497252068504692943e+03,1.974458616946241030e+00,3.695518179957723623e+04,3.302634123709101459e+02
1.505000000000000000e+02,1.496854625671163831e+03,1.974740487688471768e+00,3.695204373689234490e+04,3.302680673294614166e+02
1.505999999999999943e+02,1.496457457081296070e+03,1.975022345066787866e+00,3.694886613659471914e+04,3.302727207303699402e+02
1.507000000000000171e+02,1.496060562813119077e+03,1.975304195293055454e+00,3.694564860508357378e+04,3.302773726048453682e+02
1.508000000000000114e+02,1.495663943413897414e+03,1.975586044535255992e+00,3.694239068095234688e+04,3.302820229837557804e+02
1.509000000000000057e+02,1.495267599900131927e+03,1.975867898917486709e+00,3.693909183498867060e+04,3.302866718976282527e+02
1.510000000000000000e+02,1.494871533757558836e+03,1.976149764519960161e+00,3.693575147017437848e+04,3.302913193766485733e+02
1.510999999999999943e+02,1.494475746941150874e+03,1.976431647379005341e+00,3.693236892168552731e+04,3.302959654506611287e+02
1.512000000000000171e+02,1.494080241875115917e+03,1.976713553487065900e+00,3.692894345689235342e+04,3.303006101491691879e+02
1.513000000000000114e+02,1.493685021452898127e+03,1.976995488792701261e+00,3.692547427535931638e+04,3.303052535013347324e+02
1.514000000000000057e+02,1.493290089037177495e+03,1.977277459200587062e+00,3.692196050884507713e+04,3.303098955359784554e+02
1.515000000000000000e+02,1.492895448459869385e+03,1.977559470571514044e+00,3.691840122130249074e+04,3.303145362815798194e+02
1.515999999999999943e+02,1.492501104022125674e+03,1.977841528722388720e+00,3.691479540887862822e+04,3.303191757662770556e+02
1.517000000000000171e+02,1.492107060494333155e+03,1.978123639426233149e+00,3.691114199991476926e+04,3.303238140178670506e+02
1.518000000000000114e+02,1.491713323116115816e+03,1.978405808412185163e+00,3.690743985494638036e+04,3.303284510638055735e+02
1.519000000000000057e+02,1.491319897596332339e+03,1.978688041365497696e+00,3.690368776670314401e+04,3.303330869312069922e+02
1.520000000000000000e+02,1.490926790113077459e+03,1.978970343927540121e+00,3.689988446010895859e+04,3.303377216468444999e+02
1.520999999999999943e+02,1.490534007313681968e+03,1.979252721695796469e+00,3.689602859228190209e+04,3.303423552371501160e+02
1.522000000000000171e+02,1.490141556314712261e+03,1.979535180223867652e+00,3.689211875253427570e+04,3.303469877282144012e+02
1.523000000000000114e+02,1.489749444701971015e+03,1.979817725021468577e+00,3.688815346237258200e+04,3.303516191457867990e+02
1.524000000000000057e+02,1.489357680530496282e+03,1.980100361554431254e+00,3.688413117549753224e+04,3.303562495152754650e+02
1.525000000000000000e+02,1.488966272324562169e+03,1.980383095244702130e+00,3.688005027780402452e+04,3.303608788617473806e+02
1.525999999999999943e+02,1.488575229077678387e+03,1.980665931470344310e+00,3.687590908738118014e+04,3.303655072099280687e+02
1.527000000000000171e+02,1.488184415228096213e+03,1.980948978983995135e+00,3.687172087817099964e+04,3.303701350826337944e+02
1.528000000000000114e+02,1.487793533169788134e+03,1.981232451532788819e+00,3.686751638423779514e+04,3.303747635104221558e+02
1.529000000000000057e+02,1.487402576475620890e+03,1.981516346179933885e+00,3.686329675211598078e+04,3.303793924810232738e+02
1.530000000000000000e+02,1.487011548218425105e+03,1.981800653170423754e+00,3.685906214711587381e+04,3.303840219492929577e+02
1.530999999999999943e+02,1.486620451425771989e+03,1.982085362878029056e+00,3.685481273320681066e+04,3.303886518706704578e+02
1.532000000000000171e+02,1.486229289079973796e+03,1.982370465805297188e+00,3.685054867301713239e+04,3.303932822011785788e+02
1.533000000000000114e+02,1.485838064118084276e+03,1.982655952583552983e+00,3.684627012783419923e+04,3.303979128974236801e+02
